Customer Type,Age,Type of Travel,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Class_Eco,Class_Eco Plus,Arrival Delay in Minutes_log
1.0,-0.625,0.0,0.4491590214067278,0.5,1.0,0.5,0.5,0.5,0.0,0.0,-0.5,-1.0,0.0,1.0,0.0,0.5,0.0,0.0,-0.686820903599663
0.0,0.7083333333333334,0.0,1.158639143730887,-1.0,-1.0,-1.0,0.5,0.5,0.3333333333333333,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,-0.686820903599663
1.0,1.2083333333333333,0.0,-0.3268348623853211,0.0,0.5,0.0,0.0,0.0,0.0,-0.5,0.0,-0.5,-0.5,-1.0,-0.5,0.0,1.0,0.0,-0.686820903599663
0.0,-1.1666666666666667,1.0,-0.5829510703363915,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.5,-1.5,-1.5,0.0,-2.0,0.0,-1.0,1.0,0.0,-0.686820903599663
0.0,-1.3333333333333333,1.0,-0.26490825688073394,-0.5,0.5,-0.5,0.5,-0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.0,-0.686820903599663
0.0,-0.6666666666666666,0.0,-0.2198012232415902,-0.5,-0.5,-0.5,0.5,0.5,0.0,0.0,0.0,-0.5,0.0,1.0,0.0,0.5,0.0,0.0,-0.686820903599663
0.0,0.4166666666666667,0.0,0.9988532110091743,0.0,-0.5,0.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,-0.686820903599663
0.0,-0.9166666666666666,1.0,-0.4805045871559633,0.0,1.0,0.0,-0.5,0.0,-0.3333333333333333,-1.0,0.0,-1.5,-1.5,-1.0,0.0,-0.5,1.0,0.0,-0.686820903599663
0.0,0.8333333333333334,0.0,-0.1257645259938838,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,-0.686820903599663
0.0,-0.125,1.0,0.7327981651376146,0.0,-1.0,0.0,1.0,0.0,0.3333333333333333,0.5,-1.0,0.0,-0.5,-1.0,-0.5,1.0,1.0,0.0,-0.686820903599663
0.0,0.5416666666666666,0.0,-0.4208715596330275,0.0,1.0,1.0,0.0,0.0,-0.3333333333333333,-0.5,-1.5,0.0,-1.0,1.0,-0.5,0.0,1.0,0.0,-0.686820903599663
0.0,0.7083333333333334,0.0,0.6754587155963303,-1.0,-1.0,-1.0,0.0,0.5,0.3333333333333333,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.0,-0.686820903599663
0.0,0.75,0.0,1.1334097859327217,-0.5,-0.5,-0.5,0.5,0.0,0.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,0.0,0.0,0.0,-0.686820903599663
0.0,0.7083333333333334,0.0,-0.40940366972477066,-1.0,-0.5,-0.5,-1.0,0.0,-0.3333333333333333,-1.5,-1.5,-1.5,-1.5,-2.0,-1.5,0.5,1.0,0.0,-0.686820903599663
0.0,-0.25,0.0,-0.0768348623853211,0.5,0.5,0.5,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.686820903599663
1.0,-0.041666666666666664,0.0,-0.3367737003058104,0.0,0.0,0.0,-0.5,0.0,0.0,-1.0,-0.5,-1.0,0.5,1.0,0.0,-0.5,0.0,0.0,-0.686820903599663
0.0,-0.16666666666666666,0.0,-0.488914373088685,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,0.5,0.5,-0.5,-1.5,0.0,0.0,1.0,1.0,0.0,-0.686820903599663
0.0,0.08333333333333333,1.0,-0.2312691131498471,-1.5,0.5,-1.5,0.0,-1.5,-0.3333333333333333,-0.5,-0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.0,-0.686820903599663
0.0,0.9166666666666666,0.0,-0.356651376146789,0.0,0.0,0.0,-0.5,-1.0,-0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.686820903599663
0.0,0.041666666666666664,0.0,-0.5691896024464832,0.5,-0.5,-0.5,0.5,0.5,0.0,0.0,0.5,-1.0,-1.5,2.0,-1.0,0.5,0.0,1.0,-0.686820903599663
0.0,0.125,1.0,0.058486238532110095,-0.5,1.0,-0.5,0.0,-0.5,0.3333333333333333,-0.5,0.0,-0.5,0.5,2.0,0.0,0.0,1.0,0.0,-0.686820903599663
0.0,0.125,0.0,1.9873853211009174,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.686820903599663
0.0,0.0,0.0,-0.014143730886850153,-1.0,-1.0,-1.0,-1.0,0.5,-0.3333333333333333,-1.5,-1.5,-1.5,-1.5,0.0,-1.5,0.0,0.0,0.0,-0.686820903599663
0.0,0.9583333333333334,1.0,-0.46368501529051986,0.5,0.5,0.5,1.0,0.5,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,1.0,0.0,1.0,-0.686820903599663
0.0,0.08333333333333333,0.0,1.0821865443425076,-1.0,-1.0,-1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,-0.686820903599663
